Title,Director,Cast,Genre,Notes
Sati Sulochana,Mamasaheb Shinde,"Indubala, Godbole, S. Patil, Kalawati, Gole, Chandrika",Devotional,"Shri Godavri Cinetone. Music: B. Ketkar
Lyrics: Sapondev Choudhary"
Sati Toral,Chunilal Parekh,"Yashwant Dave, Alaknanda, Ashalata, Bhavani Shanker, Kusum, Noorjahan, B. S. Hoogan",Devotional,"Shakti Movies. Music: Chhailaram Solanki
Lyrics: Munshi Jilani Sham"
Selima,Modhu Bose,"Gul Hamid, Radhabai, Mazhar Khan, Madhavi, Nand Kishore, Indubala, Ghulam Rasool, Hasandin, Pehalwan, S. D. Burman",Costume,"East India Film Company. Music:
Lyrics:"
Shadi Ki Raat,M. D. Bhavnani,"Vijay Kumar, Shivrani Ghosh, S. L. Puri, Nayampally, Gyani,Shrifa, Fatty Prasad, Omkar Devaskar, Baby Nargis",Social,"Bhavnani Productions. Music: Devaskar
Lyrics: Narottam Vyas"
Shah Behram,J. P. Advani,"Zebunissa, Master Nissar, Sardar Akhtar, Dulari, Jani Babu, Bibijan","Costume, Action","Saroj Movies. Music: Master Bast Mansur
Lyrics: Narayan Prasad Betab"
Shahi Lutera,A. R. Kabuli,"Kamla, A. R. Kabuli, Ameena, Sunita Devi, Mumtaz Begum, Azurie, Ashraf Khan, Sadiq Ali, A. N. Khan, Pasha","Costume, Action","Ajit Movietone Music: Gayasudin
Lyrics:"
Shamshir-E-Arab,Niranjan Bhardawaj,"Rajkumari, Shirin, Jayant, Mohini, Umakant, Ismail, Jal Writer, Lallubhai, M. Zahur",Costume,"Prakash Pictures. Music: Lallubhai Nayak
Lyrics: Munshi Zameer"
Sher Dil Aurat a.k.a. Free Souls,A. P. Kapoor,"P. Jairaj, Khatoon, Ameena, W. M. Khan, Bhudo Adwani, Lalita, Navin Yagnik, Tarabai, S. L. Puri, A. S. Gyani, Baby Nargis",Costume,"Ajanta Cinetone. Music: B. S. Hoogan
Lyrics: Munshi Premchand"
Shri Satyanarayan,Dhrupad Roy,"Leela Chitnis, Indubala, Ranjana, Godbole, Pushpa, Ramkrishna, Ved Pathak, Chaube",Devotional,"Model Pics Music: Somnath Patpat
Lyrics: Radheshyam"
Silver King,Chimanlal Luhar,"Motilal, Sabita Devi, Yakub, Tarabai, Asooji, Jamoo Patel",Action,"Sagar Film Music: Pransukh Nayak
Lyrics:"
Sone Ka Shaher a.k.a. Golden City,A. P. Kapoor,"Jal Merchant, Krishna Kumari, Baburao, Kamala, Sagar, Laxmi, Abu Bakar, Mustafa",Action,"Kumar Movietone. Music: B. S. Hoogan
Lyrics:"
Step Mother,S. D. Kerawala,"Gul Hamid, Radharani, Sultana, Indubala, Mazhar Khan, Pahelwan",Social,"East India Film Co. Music: Mushtaq Husain
Lyrics:"
Stree Dharma,C. M. Rafi,"Nazir, Mumtaz, Ansari, Agha, Azurie, Hadi, Mehta, G. N. Butt, Baby Noor Jehan",Social,"Kanwal Movies. Music: B. Ganguly
Lyrics:"
Swarg Ki Seedhi,A. R. Kardar,"Prithviraj Kapoor, Khursheed, Gyan Singh, Khadim, Umra Zia",Social,"National Movie. Music: Ghulam Haider
Lyrics:"
Talash-E-Haq a.k.a. Search For Truth,C. M. Luhar,"Yakub, Ashik Hussain, Kayam Ali, Jaddanbai, A. R. Akhtar, Gulzar Bai, Mehdi Raza, Pesi Patel, Baby Nargis",Social,"Sangeet Films. First Hindi film to have a female MD. Music: Jaddanbai
Lyrics:"
Taqdeer,Babubhai Jani,"Mehtab, Navinchandra, Alaknanda, Bachchu, Haridas, Maruti Rao, Shivrani, Munshi Jilani Shyam",Costume,"Jayant Pics Music: Shantikumar Desai
Lyrics: Munshi Jilani Shyam"
Toofani Tamancha,R. N. Vaidya,"Gul Banu, Miss Pokhraj, Shanker, Shiraj",Costume,"Paramount Music: Damodar Sharma
Lyrics:"
Triya Charitra,S. F. Hasnain,"Roshanara Begum, Hadi, Harprasad, Premi, Kumari",Social,"Deena Films. Music: G. Kapoor
Lyrics:"
Typist Girl,A. R. Kabuli,"Kamla, A. R. Kabuli, Ameena, Sadiq, Shakuntala, Haroon",Social,"Ajit Movietone. Music: Giayasuddin
Lyrics:"
Usha,Baburao Painter,"Ratnaprabha, Govindrao Tembe, Usha Mantri, Karnakar, Sushila Devi, D. Dudhale, Kale, K. Vasudeo",Mythology,"Shalini Cinetone. Music: Govindrao Tembe
Lyrics:"
Vasant Prabha,"Abbas Ali, Mohammed Hussain","Rose, Mustafa, Rajkumari, Shaila, Violet Cooper, Ghulam Hussain, Mohammed Hussain, Agha Jani Kashmiri",Social,"Madan Theatres Ltd. Music: Motilal Nayak
Lyrics:"
Veer Kumari,Balakrishna Narayan Rao,,Costume,"Madan Theatres Ltd. Music:
Lyrics:"
Vengeance is Mine a.k.a. Ver Nu Vasulat,Sarvottam Badami,"Sabita Devi, Yakub, Kumar, Sitara Devi, Mehboob Khan, Ansari, Mehi Hassan, Padma Shaligram",Social,"Sagar Movietone Music:
Lyrics:"
Wamaq Azra,Tarat Bose,"Indira Devi, Trilok Kapoor, Rajkumari, Ghulam Rasool, A. R. Kabuli, Bashir",Legend,"Ganesh Movie. Music: Ananth Bose
Lyrics: Nashtar Luckhnavi"
Woh Kaun,A. M. Khan,"Navinchandra, Lekhraj, Radha, Yasmin, Ata Mohammed, Vidya Devi, Master Mohammed",,"Ganesh Movies. Music: Abdul Karim Khan
Lyrics: David"
Yasmin a.k.a. Bewafa Ashq,Hari Shivdasani,"Rattanbai, H. Siddiqui, Gope, M. Mirza, Amirbai Karnataki, Hamid, Alexander, D. Manek",Social,"Eastern Arts. Music: Chandiram
Lyrics: Gauri Shankarlal Akhtar"
Zingaro,S. N. Bhende,"Gulab, Miss Zohrajan, Nayampally, Mohammed Nazir, Mansuri, Pushpa, Takle",Action,"Krishna Movietone. Music: Madhavlal Master
Lyrics: S. N. Bhende"
